Short Period,Long Period,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
15,60,20,0.02,0.03,10000,10098.651247377988,-0.6997653833835875,0.07653465238438026,0.039599293628864295,2.3673812923800868,0.009816782072361047,0.0019684125933320073,0.00986512473779876,85.111517622,25,0.56,0.9196093793179873
15,60,20,0.02,0.05,10000,10012.184994491996,-0.8549697601994137,0.0056109513989334656,0.002070886896221136,3.0549962523000613,0.0012177576812470608,0.00024396849607360798,0.0012184994491995895,84.987777508,25,0.44,1.2954159258729192
15,60,20,0.02,0.07,10000,10031.38620065599,-0.921040043897298,0.02262423415904297,0.00815609192999414,3.1282401385000775,0.0031337048795564266,0.0006279344528035326,0.0031386200655990253,85.33663734400001,25,0.44,1.3311688765138954
15,60,20,0.03,0.03,10000,10380.93708509199,-0.3283617421969628,0.2706725065590069,0.17541626619523365,2.1174406031800026,0.03738605861609348,0.00751721262314642,0.03809370850919895,86.17241090799999,25,0.72,0.7068245392816944
15,60,20,0.03,0.05,10000,10322.753045369995,-0.3813748978617383,0.2618391395126536,0.11885166850649485,2.6400082804600244,0.03176539944533386,0.006383468215352872,0.03227530453699946,85.37973763,25,0.6,1.0300254709164829
15,60,20,0.03,0.07,10000,10212.04326065199,-0.5604882453359338,0.18170375711009937,0.07761617752283614,2.6400082804600244,0.02098264263277879,0.004212046108552255,0.021204326065198984,85.86953734799998,25,0.52,1.2188891661738304
15,70,5,0.01,0.03,10000,10196.898371646002,-0.6983447832016267,0.32124452586858576,0.1709007624187873,1.5760386643421715,0.01949849984293743,0.003913537777357515,0.01968983716460025,65.96495335400002,18,0.6111111111111112,1.038966277509557
15,70,5,0.01,0.05,10000,10189.712759670005,-0.8816821235715896,0.32134904676218157,0.19587115144688075,1.3233977459347939,0.018793565390881978,0.003771784116552988,0.018971275967000475,65.95055333,18,0.5555555555555556,1.2549056413882043
15,70,5,0.01,0.07,10000,9851.869587110006,-1.3990337201631398,-0.17300046489319176,-0.07270560029250245,2.9455721487268898,-0.014923850022919492,-0.0029850511158041066,-0.014813041288999376,63.26037988999999,18,0.4444444444444444,0.8841428741782564
15,70,5,0.02,0.03,10000,10134.724249682004,-0.5128749101011145,0.08083470495042777,0.06728416523690459,2.650845166199997,0.013382478812302041,0.00268434734839891,0.013472424968200357,64.342533318,18,0.6666666666666666,0.6399916588094198
